User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,rate_cnt,user_rate_cnt
220688,0385504209,10,The Da Vinci Code,Dan Brown,2003,Doubleday,487,73
220688,0971880107,3,Wild Animus,Rich Shapero,2004,Too Far,581,73
220688,0671021001,10,She'S Come Undone (Oprah'S Book Club),Wally Lamb,1998,Pocket,217,73
220688,038550926X,8,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday,61,73
220688,0452282152,10,Girl With A Pearl Earring,Tracy Chevalier,2001,Plume Books,278,73
220688,0446608955,9,A Walk To Remember,Nicholas Sparks,2000,Warner Books,124,73
220688,0316776963,10,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,159,73
220688,0553272535,10,Night,Elie Wiesel,1982,Bantam Books,92,73
220688,059035342X,10,Harry Potter And The Sorcerer'S Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,313,73
220688,0375725784,10,A Heartbreaking Work Of Staggering Genius,Dave Eggers,2001,Vintage Books USA,144,73
220688,0439064872,10,Harry Potter And The Chamber Of Secrets (Book 2),J. K. Rowling,2000,Scholastic,189,73
220688,0439136369,10,Harry Potter And The Prisoner Of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,133,73
220688,0439139600,10,Harry Potter And The Goblet Of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,110,73
220688,0060987561,10,I Know This Much Is True,Wally Lamb,1999,Regan Books,94,73
220688,014028009X,9,Bridget Jones'S Diary,Helen Fielding,1999,Penguin Books,131,73
220688,0060987103,10,Wicked: The Life And Times Of The Wicked Witch Of The West,Gregory Maguire,1996,Regan Books,156,73
220688,0312278586,10,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,226,73
220688,0805062971,10,Fight Club,Chuck Palahniuk,1999,Owl Books,50,73
220688,0316777730,10,Naked,David Sedaris,1998,Back Bay Books,67,73
220688,0553250426,10,The Clan Of The Cave Bear (Earth'S Children (Paperback)),Jean M. Auel,1984,Bantam Books,89,73
220688,0609610597,10,"The Shelters Of Stone (Earth'S Children Series, No 5)",JEAN M. AUEL,2002,Crown,58,73
220688,0140298479,9,Bridget Jones: The Edge Of Reason,Helen Fielding,2001,Penguin Books,113,73
220688,0446532231,10,"Dude, Where'S My Country?",Michael Moore,2003,Warner Books,89,73
220688,1573225517,10,High Fidelity,Nick Hornby,1996,Riverhead Books,52,73
220688,0440206154,10,Red Dragon,Thomas Harris,2000,Dell Publishing Company,166,73
220688,0060938455,10,Fast Food Nation: The Dark Side Of The All-American Meal,Eric Schlosser,2002,Perennial,154,73
220688,0140067477,10,The Tao Of Pooh,Benjamin Hoff,1983,Penguin Books,101,73
220688,0670894605,10,The Secret Life Of Bees,Sue Monk Kidd,2002,Viking Books,62,73
220688,038549081X,10,The Handmaid'S Tale : A Novel,Margaret Atwood,1998,Anchor,67,73
223431,043935806X,10,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,28
223431,0440241537,8,The King Of Torts,JOHN GRISHAM,2003,Dell,92,28
223431,0345413903,9,The Murder Book,Jonathan Kellerman,2003,Ballantine Books,69,28
223431,0671027360,7,Angels & Demons,Dan Brown,2001,Pocket Star,269,28
223431,0312421273,9,The Corrections: A Novel,Jonathan Franzen,2002,Picador USA,72,28
223431,0425182878,9,Chosen Prey,John Sandford,2004,Berkley Publishing Group,59,28
223431,0671014196,6,The Summerhouse,Jude Deveraux,2002,Pocket,65,28
223431,0679429220,9,Midnight In The Garden Of Good And Evil: A Savannah Story,John Berendt,1994,Random House,107,28
223431,0375726403,9,Empire Falls,Richard Russo,2002,Vintage Books USA,145,28
223431,0385265700,9,The Book Of Ruth (Oprah'S Book Club (Paperback)),Jane Hamilton,1990,Anchor,115,28
223431,0385721420,8,Three Junes,JULIA GLASS,2003,Anchor,54,28
223431,0440235596,9,Tara Road,Maeve Binchy,2000,Dell Publishing Company,95,28
224997,043935806X,10,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,53
224997,0440241537,8,The King Of Torts,JOHN GRISHAM,2003,Dell,92,53
224997,0446310786,7,To Kill A Mockingbird,Harper Lee,1988,Little Brown & Company,214,53
224997,0446608955,9,A Walk To Remember,Nicholas Sparks,2000,Warner Books,124,53
224997,1558744150,8,Chicken Soup For The Woman'S Soul (Chicken Soup For The Soul Series (Paper)),Jack Canfield,1996,Health Communications,66,53
224997,0440214041,8,The Pelican Brief,John Grisham,1993,Dell,174,53
224997,0446607657,9,When The Wind Blows,James Patterson,1999,Warner Vision,98,53
224997,0440221595,8,The Glass Lake,Maeve Binchy,1996,Dell,56,53
224997,0345339703,8,"The Fellowship Of The Ring (The Lord Of The Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey,131,53
224997,0446612545,9,The Beach House,James Patterson,2003,Warner Books,104,53
224997,0553296981,8,Anne Frank: The Diary Of A Young Girl,ANNE FRANK,1993,Bantam,77,53
224997,0446612790,8,2Nd Chance,James Patterson,2003,Warner Vision,90,53
224997,0553582526,6,Dust To Dust,TAMI HOAG,2002,Bantam,50,53
224997,0312971346,5,High Five (A Stephanie Plum Novel),Janet Evanovich,2000,St. Martin's Paperbacks,85,53
224997,0345351525,5,The Queen Of The Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,100,53
224997,0743467523,4,Dreamcatcher,Stephen King,2003,Pocket,51,53
224997,0316780375,5,The Weight Of Water : A Novel Tag: Author Of Resistance And Strange Fits Of Passion,Anita Shreve,1998,Back Bay Books,62,53
224997,0446606189,9,Cat & Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,77,53
224997,0515126772,5,Jewels Of The Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,63,53
224997,0515128554,5,Heart Of The Sea (Irish Trilogy),Nora Roberts,2000,Jove Books,65,53
224997,0515128546,6,Tears Of The Moon (Irish Trilogy),Nora Roberts,2000,Jove Books,61,53
225078,043935806X,8,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,26
225078,0064407667,7,"The Bad Beginning (A Series Of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,113,26
225078,1878424319,6,The Four Agreements: A Practical Guide To Personal Freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing,62,26
225078,0345339711,9,"The Two Towers (The Lord Of The Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,83,26
225078,0451184963,7,Insomnia,Stephen King,1995,Signet Book,81,26
225078,0345339738,9,"The Return Of The King (The Lord Of The Rings, Part 3)",J.R.R. TOLKIEN,1986,Del Rey,77,26
225887,043935806X,10,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,16
225887,059035342X,9,Harry Potter And The Sorcerer'S Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,313,16
225887,0439064872,8,Harry Potter And The Chamber Of Secrets (Book 2),J. K. Rowling,2000,Scholastic,189,16
225887,0439136369,10,Harry Potter And The Prisoner Of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,133,16
225887,0439139600,9,Harry Potter And The Goblet Of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,110,16
227397,043935806X,10,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,36
227397,0439139600,10,Harry Potter And The Goblet Of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,110,36
227397,0439064864,10,Harry Potter And The Chamber Of Secrets (Book 2),J. K. Rowling,1999,Scholastic,126,36
227397,0439136350,10,Harry Potter And The Prisoner Of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,141,36
227397,0590353403,10,Harry Potter And The Sorcerer'S Stone (Book 1),J. K. Rowling,1998,Scholastic,119,36
227397,0553260111,10,The Bourne Identity,Robert Ludlum,1984,Bantam Books,74,36
229741,043935806X,8,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,89
229741,002542730X,7,Politically Correct Bedtime Stories: Modern Tales For Our Life And Times,James Finn Garner,1994,John Wiley & Sons Inc,77,89
229741,0385504209,6,The Da Vinci Code,Dan Brown,2003,Doubleday,487,89
229741,0446310786,9,To Kill A Mockingbird,Harper Lee,1988,Little Brown & Company,214,89
229741,0064407667,7,"The Bad Beginning (A Series Of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,113,89
229741,0316776963,9,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,159,89
229741,0380018179,8,The Thorn Birds,Colleen McCullough,1978,Avon,73,89
229741,0440214041,7,The Pelican Brief,John Grisham,1993,Dell,174,89
229741,0316769487,8,The Catcher In The Rye,J.D. Salinger,1991,"Little, Brown",243,89
229741,0060958022,7,Five Quarters Of The Orange,Joanne Harris,2002,Perennial,67,89
229741,0345337662,7,Interview With The Vampire,Anne Rice,1993,Ballantine Books,230,89
229741,0439139600,7,Harry Potter And The Goblet Of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,110,89
229741,014028009X,7,Bridget Jones'S Diary,Helen Fielding,1999,Penguin Books,131,89
229741,0060987103,8,Wicked: The Life And Times Of The Wicked Witch Of The West,Gregory Maguire,1996,Regan Books,156,89
229741,0439064864,7,Harry Potter And The Chamber Of Secrets (Book 2),J. K. Rowling,1999,Scholastic,126,89
229741,0439136350,8,Harry Potter And The Prisoner Of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,141,89
229741,0590353403,7,Harry Potter And The Sorcerer'S Stone (Book 1),J. K. Rowling,1998,Scholastic,119,89
229741,0312278586,8,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,226,89
229741,0060928336,8,Divine Secrets Of The Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial,320,89
229741,0316777730,8,Naked,David Sedaris,1998,Back Bay Books,67,89
229741,0060916508,8,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990,Perennial,52,89
229741,0786885688,8,Shopgirl,Steve Martin,2001,Hyperion,70,89
229741,0345370775,7,Jurassic Park,Michael Crichton,1999,Ballantine Books,200,89
229741,1573229326,6,How To Be Good,Nick Hornby,2002,Riverhead Books,104,89
229741,037570504X,7,"Breath, Eyes, Memory",Edwidge Danticat,1998,Vintage Books USA,51,89
229741,1573225517,9,High Fidelity,Nick Hornby,1996,Riverhead Books,52,89
229741,1573227331,8,About A Boy,Nick Hornby,1999,Riverhead Books,54,89
229741,067088300X,8,The Girls' Guide To Hunting And Fishing,Melissa Bank,1999,Viking Books,74,89
229741,0553280414,8,A Separate Peace,John Knowles,1985,Bantam Books,54,89
229741,038542017X,8,"Like Water For Chocolate : A Novel In Monthly Installments With Recipes, Romances, And Home Remedies",LAURA ESQUIVEL,1995,Anchor,57,89
229741,0553279378,8,I Know Why The Caged Bird Sings,MAYA ANGELOU,1983,Bantam,68,89
229741,0385335881,7,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,Delta,89,89
229768,043935806X,10,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,21
229768,059035342X,10,Harry Potter And The Sorcerer'S Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,313,21
229768,0439064864,10,Harry Potter And The Chamber Of Secrets (Book 2),J. K. Rowling,1999,Scholastic,126,21
229768,0439136350,10,Harry Potter And The Prisoner Of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,141,21
229768,0439139597,10,Harry Potter And The Goblet Of Fire (Book 4),J. K. Rowling,2000,Scholastic,137,21
229768,0440215625,10,Dragonfly In Amber,DIANA GABALDON,1993,Dell,70,21
229768,0440212561,10,Outlander,DIANA GABALDON,1992,Dell,105,21
230374,043935806X,7,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,21
230374,1573229326,7,How To Be Good,Nick Hornby,2002,Riverhead Books,104,21
231081,043935806X,10,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,14
231081,0345339703,4,"The Fellowship Of The Ring (The Lord Of The Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey,131,14
231081,0439064864,9,Harry Potter And The Chamber Of Secrets (Book 2),J. K. Rowling,1999,Scholastic,126,14
231081,0439136350,10,Harry Potter And The Prisoner Of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,141,14
231081,0439139597,10,Harry Potter And The Goblet Of Fire (Book 4),J. K. Rowling,2000,Scholastic,137,14
231081,0590353403,10,Harry Potter And The Sorcerer'S Stone (Book 1),J. K. Rowling,1998,Scholastic,119,14
231354,043935806X,8,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,29
231354,0385504209,7,The Da Vinci Code,Dan Brown,2003,Doubleday,487,29
231354,0156027321,9,Life Of Pi,Yann Martel,2003,Harvest Books,226,29
231354,0452269571,9,Bastard Out Of Carolina,Dorothy Allison,1993,Plume Books,63,29
231354,0375702709,9,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA,83,29
231354,0684801523,10,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner,106,29
231354,0452282195,5,The Bluest Eye,Toni Morrison,2000,Plume Books,50,29
235105,043935806X,9,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,366
235105,0440498058,10,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling,81,366
235105,0440241537,8,The King Of Torts,JOHN GRISHAM,2003,Dell,92,366
235105,0385504209,6,The Da Vinci Code,Dan Brown,2003,Doubleday,487,366
235105,038550926X,4,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday,61,366
235105,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",707,366
235105,0385510438,9,The Last Juror,John Grisham,2004,Doubleday,63,366
235105,0385472951,9,The Partner,John Grisham,1997,Doubleday Books,58,366
235105,0312265859,9,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Press,52,366
235105,080410753X,9,The Kitchen God'S Wife,Amy Tan,1992,Ivy Books,98,366
235105,0312278586,10,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,226,366
235105,0385512104,10,The Curious Incident Of The Dog In The Night-Time (Today Show Book Club #13),Mark Haddon,2003,Doubleday,54,366
235105,0449212602,9,The Handmaid'S Tale,Margaret Atwood,1989,Fawcett Books,111,366
235105,0385511612,8,Bleachers,John Grisham,2003,Doubleday,74,366
235105,0312265867,9,To The Nines: A Stephanie Plum Novel,Janet Evanovich,2003,St. Martin's Press,57,366
235105,0385424728,7,The Chamber,John Grisham,1994,Doubleday Books,55,366
235105,0440998050,10,A Wrinkle In Time,Madeleine L'Engle,1976,Laure Leaf,77,366
235105,0399149155,8,Q Is For Quarry,Sue Grafton,2002,Putnam Publishing Group,61,366
235105,0312983271,4,Full House (Janet Evanovich'S Full Series),Janet Evanovich,2002,St. Martin's Paperbacks,113,366
235105,0385503822,8,The Summons,John Grisham,2002,Doubleday Books,107,366
235105,0380813815,10,"Lamb : The Gospel According To Biff, Christ'S Childhood Pal",Christopher Moore,2003,Perennial,61,366
235105,0440180295,8,Slaughterhouse Five Or The Children'S Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,Laurel,83,366
235105,0425143325,8,Without Remorse,Tom Clancy,2004,Berkley Publishing Group,59,366
240144,043935806X,10,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,92
240144,0440414806,9,Holes (Yearling Newbery),LOUIS SACHAR,2000,Yearling,76,92
240144,0671027360,8,Angels & Demons,Dan Brown,2001,Pocket Star,269,92
240144,0449219364,10,G Is For Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books,60,92
240144,059035342X,10,Harry Potter And The Sorcerer'S Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,313,92
240144,0439136350,10,Harry Potter And The Prisoner Of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,141,92
240144,0439139597,10,Harry Potter And The Goblet Of Fire (Book 4),J. K. Rowling,2000,Scholastic,137,92
240144,0590353403,10,Harry Potter And The Sorcerer'S Stone (Book 1),J. K. Rowling,1998,Scholastic,119,92
240144,0440998050,10,A Wrinkle In Time,Madeleine L'Engle,1976,Laure Leaf,77,92
240144,0441304834,6,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Ace Books,52,92
240144,0142001805,10,The Eyre Affair: A Novel,Jasper Fforde,2003,Penguin Books,68,92
240144,0440235596,9,Tara Road,Maeve Binchy,2000,Dell Publishing Company,95,92
240403,043935806X,10,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,57
240403,0064407667,7,"The Bad Beginning (A Series Of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,113,57
240403,0688177751,5,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial,57,57
240403,0446610100,9,Wish You Well,David Baldacci,2001,Warner Books,51,57
240403,006099486X,4,"The Professor And The Madman: A Tale Of Murder, Insanity, And The Making Of The Oxford English Dictionary",Simon Winchester,1999,Perennial,54,57
242083,043935806X,7,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,129
242083,0385504209,8,The Da Vinci Code,Dan Brown,2003,Doubleday,487,129
242083,0440220602,7,The Chamber,John Grisham,1995,Dell Publishing Company,146,129
242083,0609804138,10,The Sweet Potato Queens' Book Of Love,JILL CONNER BROWNE,1999,Three Rivers Press,97,129
242083,0316776963,7,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,159,129
242083,0440224764,5,The Partner,John Grisham,1998,Dell Publishing Company,143,129
242083,0679723161,10,Lolita (Vintage International),VLADIMIR NABOKOV,1989,Vintage,50,129
242083,0679734775,5,The House On Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage,62,129
242083,0440211727,10,A Time To Kill,JOHN GRISHAM,1992,Dell,194,129
242083,0440214041,9,The Pelican Brief,John Grisham,1993,Dell,174,129
242083,0380789019,7,Neverwhere,Neil Gaiman,1998,Avon,126,129
242083,067976402X,4,Snow Falling On Cedars,David Guterson,1995,Vintage Books USA,256,129
242083,0345337662,7,Interview With The Vampire,Anne Rice,1993,Ballantine Books,230,129
242083,059035342X,10,Harry Potter And The Sorcerer'S Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,313,129
242083,0439064872,9,Harry Potter And The Chamber Of Secrets (Book 2),J. K. Rowling,2000,Scholastic,189,129
242083,0439136369,8,Harry Potter And The Prisoner Of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,133,129
242083,0439139600,9,Harry Potter And The Goblet Of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,110,129
242083,0679429220,8,Midnight In The Garden Of Good And Evil: A Savannah Story,John Berendt,1994,Random House,107,129
242083,0451524934,7,1984,George Orwell,1990,Signet Book,101,129
242083,0345313860,5,"The Vampire Lestat (Vampire Chronicles, Book Ii)",ANNE RICE,1986,Ballantine Books,143,129
242083,038529929X,9,Hannibal,Thomas Harris,1999,Del Sol Press,54,129
242083,0345391802,2,The Hitchhiker'S Guide To The Galaxy,Douglas Adams,1995,Ballantine Books,72,129
242083,0316777730,7,Naked,David Sedaris,1998,Back Bay Books,67,129
242083,0451169530,10,The Stand: Complete And Uncut,Stephen King,1991,Signet Book,70,129
242083,044022165X,7,The Rainmaker,JOHN GRISHAM,1996,Dell,138,129
242083,0440221471,9,The Runaway Jury,JOHN GRISHAM,1997,Dell,152,129
242083,0440236673,5,The Brethren,John Grisham,2000,Island,150,129
242083,0345348036,9,The Princess Bride: S Morgenstern'S Classic Tale Of True Love And High Adventure,WILLIAM GOLDMAN,1987,Del Rey,74,129
242083,044021145X,8,The Firm,John Grisham,1992,Bantam Dell Publishing Group,208,129
242083,080410526X,10,All I Really Need To Know,ROBERT FULGHUM,1989,Ivy Books,93,129
242083,006099486X,7,"The Professor And The Madman: A Tale Of Murder, Insanity, And The Making Of The Oxford English Dictionary",Simon Winchester,1999,Perennial,54,129
242083,0385479565,10,The Hot Zone,Richard Preston,1995,Anchor,72,129
242083,0451177096,7,Dolores Claiborne,Stephen King,2004,Signet Book,60,129
242083,0380813815,10,"Lamb : The Gospel According To Biff, Christ'S Childhood Pal",Christopher Moore,2003,Perennial,61,129
242083,0842329218,3,Tribulation Force: The Continuing Drama Of Those Left Behind (Left Behind No. 2),Tim LaHaye,1997,Tyndale House Publishers,86,129
242083,0440180295,7,Slaughterhouse Five Or The Children'S Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,Laurel,83,129
242083,0684801523,7,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner,106,129
242083,0671041789,9,The Green Mile,Stephen King,1999,Pocket,94,129
242083,0679735771,8,American Psycho (Vintage Contemporaries),Bret Easton Ellis,2000,Vintage Books USA,55,129
242083,0451160525,8,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library,58,129
242106,043935806X,10,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,51
242106,059035342X,10,Harry Potter And The Sorcerer'S Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,313,51
242106,014028009X,9,Bridget Jones'S Diary,Helen Fielding,1999,Penguin Books,131,51
242106,0439136350,10,Harry Potter And The Prisoner Of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,141,51
242106,0439139597,10,Harry Potter And The Goblet Of Fire (Book 4),J. K. Rowling,2000,Scholastic,137,51
242106,0345313860,10,"The Vampire Lestat (Vampire Chronicles, Book Ii)",ANNE RICE,1986,Ballantine Books,143,51
242106,0440215625,10,Dragonfly In Amber,DIANA GABALDON,1993,Dell,70,51
242106,0345351525,10,The Queen Of The Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,100,51
242106,034538475X,10,The Tale Of The Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,90,51
242106,0385722206,7,Balzac And The Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor,129,51
242106,0440212561,10,Outlander,DIANA GABALDON,1992,Dell,105,51
242106,0345369947,10,The Mummy Or Ramses The Damned,Anne Rice,1991,Ballantine Books,56,51
242106,0553582127,10,The Search,Iris Johansen,2001,Bantam Books,52,51
242409,043935806X,10,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,44
242409,0671727796,10,The Color Purple,Alice Walker,1990,Pocket,69,44
243058,043935806X,7,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,19
243058,0380789019,9,Neverwhere,Neil Gaiman,1998,Avon,126,19
243058,0440226430,5,Summer Sisters,Judy Blume,1999,Dell Publishing Company,214,19
243058,0380789035,8,American Gods,Neil Gaiman,2002,HarperTorch,151,19
243058,0380727501,7,Notes From A Small Island,Bill Bryson,1997,Perennial,50,19
244657,043935806X,8,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,21
244657,0671027360,7,Angels & Demons,Dan Brown,2001,Pocket Star,269,21
244657,0312421273,5,The Corrections: A Novel,Jonathan Franzen,2002,Picador USA,72,21
244657,0061097314,7,The Bean Trees,Barbara Kingsolver,1998,HarperTorch,72,21
244657,0440225701,7,The Street Lawyer,JOHN GRISHAM,1999,Dell,133,21
244657,0446605239,6,The Notebook,Nicholas Sparks,1998,Warner Books,206,21
244657,0316969443,5,Suzanne'S Diary For Nicholas,James Patterson,2001,"Little, Brown",79,21
244657,0684848783,2,Tis : A Memoir,Frank McCourt,1999,Scribner,77,21
244657,0385503822,4,The Summons,John Grisham,2002,Doubleday Books,107,21
244657,0385335881,8,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,Delta,89,21
247447,043935806X,9,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,121
247447,0446310786,8,To Kill A Mockingbird,Harper Lee,1988,Little Brown & Company,214,121
247447,0312966970,9,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks,103,121
247447,0446608955,9,A Walk To Remember,Nicholas Sparks,2000,Warner Books,124,121
247447,0515136530,10,"Key Of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns,51,121
247447,0671001795,8,Two For The Dough,Janet Evanovich,1996,Pocket,112,121
247447,059035342X,10,Harry Potter And The Sorcerer'S Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,313,121
247447,051513287X,10,Face The Fire (Three Sisters Island Trilogy),Nora Roberts,2002,Jove Books,89,121
247447,0515131229,8,Dance Upon The Air (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,105,121
247447,0312980140,9,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Paperbacks,92,121
247447,0312983867,9,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,70,121
247447,0312990456,8,One For The Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,68,121
247447,0553579606,8,Ashes To Ashes,TAMI HOAG,2000,Bantam,52,121
247447,0446610399,10,The Rescue,Nicholas Sparks,2001,Warner Books,89,121
247447,0515135062,9,Three Fates,Nora Roberts,2004,Jove Books,61,121
247447,0553296981,10,Anne Frank: The Diary Of A Young Girl,ANNE FRANK,1993,Bantam,77,121
247447,0312971346,9,High Five (A Stephanie Plum Novel),Janet Evanovich,2000,St. Martin's Paperbacks,85,121
247447,0441304834,8,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Ace Books,52,121
247447,0515132187,9,The Villa,Nora Roberts,2002,Jove Books,60,121
247447,0312966091,9,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,95,121
247447,0440212561,10,Outlander,DIANA GABALDON,1992,Dell,105,121
247447,0553582127,9,The Search,Iris Johansen,2001,Bantam Books,52,121
247447,0515128554,7,Heart Of The Sea (Irish Trilogy),Nora Roberts,2000,Jove Books,65,121
247447,0515132020,9,Heaven And Earth (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,76,121
248477,043935806X,9,Harry Potter And The Order Of The Phoenix (Book 5),J. K. Rowling,2003,Scholastic,206,61
248477,1573229571,8,About A Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books,56,61
248477,0670892963,8,Bridget Jones : The Edge Of Reason,Helen Fielding,2000,Viking Books,63,61
248477,0316776963,9,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,159,61
248477,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",707,61
248477,0316769487,9,The Catcher In The Rye,J.D. Salinger,1991,"Little, Brown",243,61
248477,0684874350,7,Angela'S Ashes,Frank McCourt,1996,Scribner,132,61
248477,0446670251,9,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books,90,61
248477,0316569321,9,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown",120,61
248477,0439064864,9,Harry Potter And The Chamber Of Secrets (Book 2),J. K. Rowling,1999,Scholastic,126,61
248477,0439136350,9,Harry Potter And The Prisoner Of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,141,61
248477,0439139597,9,Harry Potter And The Goblet Of Fire (Book 4),J. K. Rowling,2000,Scholastic,137,61
